id	Accession	Gene.name	Protein.description	Protein.IDs	Majority.protein.IDs	Fasta.headers	Number.of.proteins	Peptides	Razor.and.unique.peptides	Unique.peptides	Sequence.coverage.percent	Mol.weight.kDa	Sequence.length	Q.value	Score	Intensity	MS.MS.count	Mock_01	Mock_02	Mock_03	BoNT_01	BoNT_02	BoNT_03	Mock_01.norm	Mock_02.norm	Mock_03.norm	BoNT_01.norm	BoNT_02.norm	BoNT_03.norm	log2FC	p.mod	p.adj.BH	Candidate
408	Q66HT1	Aldob	Fructose-bisphosphate aldolase	tr|Q66HT1|Q66HT1_RAT;sp|P00884|ALDOB_RAT	tr|Q66HT1|Q66HT1_RAT;sp|P00884|ALDOB_RAT	tr|Q66HT1|Q66HT1_RAT Fructose-bisphosphate aldolase OS=Rattus norvegicus OX=10116 GN=Aldob PE=1 SV=1;sp|P00884|ALDOB_RAT Fructose-bisphosphate aldolase B OS=Rattus norvegicus OX=10116 GN=Aldob PE=1 SV=2	2	8	7	7	19	39.525	364	0	11.562	302100000	8	14.8853627305976	14.7147284820318	15.056087286312	14.8924005133022	14.8976091461917	14.577192765687	0.0279154366631128	-0.048576529578999	0.178548480121313	0.0025387667934933	-0.130348098741852	-0.00209024166895072	0.0959289869409121	0.244957430155393	0.999354675409622	FALSE
409	P01015	Agt	Angiotensinogen	sp|P01015|ANGT_RAT	sp|P01015|ANGT_RAT	sp|P01015|ANGT_RAT Angiotensinogen OS=Rattus norvegicus OX=10116 GN=Agt PE=1 SV=1	1	4	4	4	10.7	51.981	477	0	11.856	56122000	4	12.4101598149692	12.3904914302262	12.5556915546853	12.7175264915038	12.5778772401117	12.180655118666	-0.0600463900420587	0.0144275075386288	0.0653938374178764	0.214905833918253	-0.0628389158986735	-0.0113867997668054	-0.0403017211127759	0.647470736557322	0.999354675409622	FALSE
410	P01041	Cstb	Cystatin-B	sp|P01041|CYTB_RAT	sp|P01041|CYTB_RAT	sp|P01041|CYTB_RAT Cystatin-B OS=Rattus norvegicus OX=10116 GN=Cstb PE=1 SV=1	1	2	2	2	18.4	11.196	98	0.0040189	1.801	199730000	2	15.0709175618782	15.188009240605	15.2031950373813	15.2586396389021	15.5573440304899	14.3588572069916	-0.134552202624627	0.0766817584257798	-0.0223662393777821	0.0207554218249586	0.181364314987909	-0.568448270932836	0.0953639501811133	0.639588624659519	0.999354675409622	FALSE
412	P01830	Thy1	Thy-1 membrane glycoprotein	sp|P01830|THY1_RAT	sp|P01830|THY1_RAT	sp|P01830|THY1_RAT Thy-1 membrane glycoprotein OS=Rattus norvegicus OX=10116 GN=Thy1 PE=1 SV=1	1	5	5	5	29.2	18.172	161	0	51.799	16395000000	22	15.9223288796124	15.9792912092584	16.1236768648636	16.2004771956471	16.2633609066117	15.8979635963989	-0.176055616139328	-0.0249510041696551	0.0052008568557535	0.0696782473211425	-0.00553354013907637	0.0777433872256454	-0.11256461928698	0.122266960229833	0.999354675409622	FALSE
413	A0A0G2JSV6	Hba-a2	Globin c2	tr|A0A0G2JSV6|A0A0G2JSV6_RAT;sp|P01946|HBA_RAT;tr|Q63910|Q63910_RAT;tr|G3V8R3|G3V8R3_RAT	tr|A0A0G2JSV6|A0A0G2JSV6_RAT;sp|P01946|HBA_RAT	tr|A0A0G2JSV6|A0A0G2JSV6_RAT Globin c2 OS=Rattus norvegicus OX=10116 GN=Hba-a2 PE=1 SV=1;sp|P01946|HBA_RAT Hemoglobin subunit alpha-1/2 OS=Rattus norvegicus OX=10116 GN=Hba1 PE=1 SV=3	4	8	8	6	64.1	15.284	142	0	132.36	4738400000	16	16.0200250003701	15.7825119747891	15.7034440088051	15.7978388124548	15.8926139630584	15.628417059616	0.199661803703535	0.0562910604461684	-0.137010700117673	-0.0549388367860593	-0.0982591846072952	0.0862181495278843	0.0619740119658335	0.550484826592105	0.999354675409622	FALSE
414	A0A0G2JSW3	Hbb	Globin a4	tr|A0A0G2JSW3|A0A0G2JSW3_RAT;sp|P02091|HBB1_RAT;CON__Q3SX09;CON__P02070;tr|O88752|O88752_RAT	tr|A0A0G2JSW3|A0A0G2JSW3_RAT;sp|P02091|HBB1_RAT	tr|A0A0G2JSW3|A0A0G2JSW3_RAT Globin a4 OS=Rattus norvegicus OX=10116 GN=Hbb PE=1 SV=1;sp|P02091|HBB1_RAT Hemoglobin subunit beta-1 OS=Rattus norvegicus OX=10116 GN=Hbb PE=1 SV=3	5	10	10	2	66	15.965	147	0	162.5	3543300000	28	17.1919074277873	17.0273444937701	17.0789013210528	17.175140167603	17.265358655271	16.9537872221701	0.060477294056175	-0.00994335763744608	-0.0726203249345387	0.0112955812975553	-0.0365814294593222	0.100521375017445	-0.0324406384571625	0.60092100484924	0.999354675409622	FALSE
415	D4A4D5	LOC498555	Similar to 60S acidic ribosomal protein P2	tr|D4A4D5|D4A4D5_RAT;sp|P02401|RLA2_RAT	tr|D4A4D5|D4A4D5_RAT;sp|P02401|RLA2_RAT	tr|D4A4D5|D4A4D5_RAT Similar to 60S acidic ribosomal protein P2 OS=Rattus norvegicus OX=10116 GN=LOC498555 PE=3 SV=1;sp|P02401|RLA2_RAT 60S acidic ribosomal protein P2 OS=Rattus norvegicus OX=10116 GN=Rplp2 PE=1 SV=2	2	4	4	2	39.1	11.706	115	0	55.448	423770000	7	15.5242968376626	15.2983490156582	15.5251537266858	15.5436662441597	15.5306197016724	15.0487848503381	0.0760107640041208	-0.0557947756766777	0.0567761407711351	0.062965717926916	-0.0881763229851984	-0.121336936741962	0.0745132236329407	0.314893665856182	0.999354675409622	FALSE
416	P02625	Pvalb	Parvalbumin alpha	sp|P02625|PRVA_RAT	sp|P02625|PRVA_RAT	sp|P02625|PRVA_RAT Parvalbumin alpha OS=Rattus norvegicus OX=10116 GN=Pvalb PE=1 SV=2	1	13	13	13	83.6	11.925	110	0	170.94	8845200000	39	17.9001828370971	17.9139178625025	18.1771859220806	18.0533001651963	18.229382133206	17.4161707636964	-0.11361397979694	-0.00573667206787881	0.14329759293035	0.00708889572798799	0.0450753653128465	-0.319461766619176	0.0970814822146244	0.438236714412117	0.999354675409622	FALSE
417	P02650	Apoe	Apolipoprotein E	sp|P02650|APOE_RAT;tr|A0A0G2K151|A0A0G2K151_RAT	sp|P02650|APOE_RAT;tr|A0A0G2K151|A0A0G2K151_RAT	sp|P02650|APOE_RAT Apolipoprotein E OS=Rattus norvegicus OX=10116 GN=Apoe PE=1 SV=2;tr|A0A0G2K151|A0A0G2K151_RAT Apolipoprotein E OS=Rattus norvegicus OX=10116 GN=Apoe PE=1 SV=1	2	8	8	8	22.8	35.753	312	0	33.844	660340000	9	16.1252721969863	15.8883389561051	15.8939176924919	16.1480793096876	16.0767947245758	15.7893298600924	0.101804858322426	-0.0409861002351418	-0.149641158428179	0.0921975184493459	-0.117182565087298	0.0440268080069652	-0.0359547205699694	0.691942255526675	0.999354675409622	FALSE
418	P02680	Fgg	Fibrinogen gamma chain	sp|P02680|FIBG_RAT	sp|P02680|FIBG_RAT	sp|P02680|FIBG_RAT Fibrinogen gamma chain OS=Rattus norvegicus OX=10116 GN=Fgg PE=1 SV=3	1	6	6	6	14.8	50.632	445	0	9.2831	196420000	6	12.3943019098293	11.9691706405966	12.3078838494949	12.3544973410664	12.1989054025819	11.9635463725184	0.129589244941009	-0.201399741968122	0.0230796723503543	0.0573702236037771	-0.236317213305548	-0.0230020057914636	0.0510727236054917	0.664717623986866	0.999354675409622	FALSE
419	P02688	Mbp	Myelin basic protein	sp|P02688|MBP_RAT;tr|Q5XFW1|Q5XFW1_RAT	sp|P02688|MBP_RAT	sp|P02688|MBP_RAT Myelin basic protein OS=Rattus norvegicus OX=10116 GN=Mbp PE=1 SV=3	2	14	14	14	54.9	21.502	195	0	323.31	102920000000	167	19.7999076553963	19.7609472995364	19.7952374801124	19.8263126199436	19.9578728936761	19.5539554652213	0.00210738879746031	0.0572893152611735	-0.0226542987426564	-0.0039020992295854	-0.0104373239219027	0.0343194852008552	0.00558744775553675	0.903322257794832	0.999354675409622	FALSE
421	P02770	Alb	Serum albumin	sp|P02770|ALBU_RAT;tr|A0A0G2JSH5|A0A0G2JSH5_RAT	sp|P02770|ALBU_RAT;tr|A0A0G2JSH5|A0A0G2JSH5_RAT	sp|P02770|ALBU_RAT Serum albumin OS=Rattus norvegicus OX=10116 GN=Alb PE=1 SV=2;tr|A0A0G2JSH5|A0A0G2JSH5_RAT Serum albumin OS=Rattus norvegicus OX=10116 GN=Alb PE=1 SV=1	2	14	14	13	24.5	68.73	608	0	62.193	733840000	16	16.5815242573758	16.4294230881291	16.5585104005737	16.6581556843708	16.8518466230077	16.2726662309348	0.0152937567710675	-0.0426651301519334	-0.0278116122871887	0.0595107311917289	0.115106171403838	-0.0153999830914783	-0.0714666350573811	0.208014024774762	0.999354675409622	FALSE
422	P02793	Ftl1	Ferritin light chain 1	sp|P02793|FRIL1_RAT;tr|M0R597|M0R597_RAT;sp|Q7TP54|RIPR2_RAT;tr|M0R6L9|M0R6L9_RAT;tr|M0R5T8|M0R5T8_RAT;tr|M0RCS3|M0RCS3_RAT;tr|F1M5T1|F1M5T1_RAT;tr|D4ADM5|D4ADM5_RAT	sp|P02793|FRIL1_RAT;tr|M0R597|M0R597_RAT;sp|Q7TP54|RIPR2_RAT;tr|M0R6L9|M0R6L9_RAT;tr|M0R5T8|M0R5T8_RAT;tr|M0RCS3|M0RCS3_RAT;tr|F1M5T1|F1M5T1_RAT	sp|P02793|FRIL1_RAT Ferritin light chain 1 OS=Rattus norvegicus OX=10116 GN=Ftl1 PE=1 SV=3;tr|M0R597|M0R597_RAT Ferritin OS=Rattus norvegicus OX=10116 GN=LOC100362384 PE=3 SV=1;sp|Q7TP54|RIPR2_RAT Rho family-interacting cell polarization regulator 2 OS=Rat	8	5	5	5	41	20.748	183	0	98.574	418510000	7	15.1316158483761	15.2511495108695	15.3871085858387	15.3738167507927	15.5155458539054	14.6503786353977	-0.211055085499636	0.00262085931742512	0.0243461397067682	-0.00126863565731594	0.00236496903048178	-0.414128011899593	0.0763145306836613	0.584404322245505	0.999354675409622	FALSE
423	P03889	Mtnd1	NADH-ubiquinone oxidoreductase chain 1	sp|P03889|NU1M_RAT	sp|P03889|NU1M_RAT	sp|P03889|NU1M_RAT NADH-ubiquinone oxidoreductase chain 1 OS=Rattus norvegicus OX=10116 GN=Mtnd1 PE=1 SV=3	1	6	6	6	12.9	36.145	318	0	26.637	417450000	12	15.3439837526245	15.2001706387566	15.3792768224616	15.2706238380389	15.5024278227277	15.0019798809725	0.0321835351848987	-0.0174872963593603	0.0473850927657866	-0.0735908319750455	0.0201176542889701	-0.0316560498886712	0.0490701863886905	0.333289274782994	0.999354675409622	FALSE
424	P03994	Hapln1	Hyaluronan and proteoglycan link protein 1	sp|P03994|HPLN1_RAT	sp|P03994|HPLN1_RAT	sp|P03994|HPLN1_RAT Hyaluronan and proteoglycan link protein 1 OS=Rattus norvegicus OX=10116 GN=Hapln1 PE=1 SV=2	1	8	8	8	25.1	40.261	354	0	45.741	727510000	15	16.4941211777979	16.2696380788401	16.4171932382483	16.5755097024822	16.6034814655395	16.2627738859245	0.0303165435474294	-0.100024273086678	-0.0667029082583021	0.0792906156574618	-0.0308331197100539	0.0771335382525616	-0.08733389066584	0.178350154605409	0.999354675409622	FALSE
425	M0RAM5	Gpx1	Glutathione peroxidase	tr|M0RAM5|M0RAM5_RAT;sp|P04041|GPX1_RAT	tr|M0RAM5|M0RAM5_RAT;sp|P04041|GPX1_RAT	tr|M0RAM5|M0RAM5_RAT Glutathione peroxidase OS=Rattus norvegicus OX=10116 GN=Gpx1 PE=1 SV=1;sp|P04041|GPX1_RAT Glutathione peroxidase 1 OS=Rattus norvegicus OX=10116 GN=Gpx1 PE=1 SV=4	2	5	5	5	36	22.155	200	0	35.136	229370000	5	15.3934574956188	15.339884789672	15.529308534859	15.5251843204543	15.6854879655347	15.035572364351	-0.0692648624889639	-0.0286952861120881	0.0464946644950224	0.0300475097721973	0.0522556564278301	-0.148985707178276	0.00507235229073972	0.944160968028852	0.999354675409622	FALSE
427	P04166	Cyb5b	Cytochrome b5 type B	sp|P04166|CYB5B_RAT	sp|P04166|CYB5B_RAT	sp|P04166|CYB5B_RAT Cytochrome b5 type B OS=Rattus norvegicus OX=10116 GN=Cyb5b PE=1 SV=2	1	6	6	6	56.8	16.265	146	0	236.54	1025600000	12	15.8727950998483	15.7027408619561	15.9989870105993	15.8601170269398	16.0358944927638	15.5957819600915	0.00399303532801665	-0.0719189202404987	0.110093433822859	-0.0410994901547758	-0.00341752275561102	0.00514418214965423	0.0271801265570366	0.65700087146891	0.999354675409622	FALSE
428	P04177	Th	Tyrosine 3-monooxygenase	sp|P04177|TY3H_RAT	sp|P04177|TY3H_RAT	sp|P04177|TY3H_RAT Tyrosine 3-monooxygenase OS=Rattus norvegicus OX=10116 GN=Th PE=1 SV=3	1	13	13	13	39.4	55.965	498	0	323.31	672350000	24	16.4849644637222	16.4041935852463	16.5317012793284	16.4680512291742	16.6633079234756	16.4083131533946	-0.00928727733627288	0.00408412651152895	0.0173580260138212	-0.0586149644585542	-0.00145376858191915	0.192225698914645	-0.0400006968950313	0.599727210805503	0.999354675409622	FALSE
429	P04182	Oat	Ornithine aminotransferase, mitochondrial	sp|P04182|OAT_RAT	sp|P04182|OAT_RAT	sp|P04182|OAT_RAT Ornithine aminotransferase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Oat PE=1 SV=1	1	17	17	17	55.8	48.332	439	0	323.31	2994200000	33	17.1734819533171	17.1121747603323	17.2697476409074	17.3679436515687	17.4663473556297	17.0980526504325	-0.099431154965403	-0.0665960656265932	-0.0232569796313531	0.0626160907118628	0.0229242963480303	0.103303828728452	-0.126042805337231	0.033050674342439	0.999354675409622	FALSE
430	P04218	Cd200	OX-2 membrane glycoprotein	sp|P04218|OX2G_RAT;tr|A0A5D0|A0A5D0_RAT;tr|A0A1W2Q5Z8|A0A1W2Q5Z8_RAT	sp|P04218|OX2G_RAT;tr|A0A5D0|A0A5D0_RAT	sp|P04218|OX2G_RAT OX-2 membrane glycoprotein OS=Rattus norvegicus OX=10116 GN=Cd200 PE=2 SV=1;tr|A0A5D0|A0A5D0_RAT Cd200 molecule OS=Rattus norvegicus OX=10116 GN=Cd200 PE=2 SV=1	3	9	9	9	23.4	31.088	278	0	60.633	1503100000	17	16.7143796906531	16.6103616416805	16.8246356090517	16.8785538901944	17.0106155181099	16.4368091237288	-0.046164987570131	-0.0560407542190743	0.0439994185723541	0.08559475939688	0.0795608888875815	-0.045571267915887	-0.0592635678618086	0.34110780936957	0.999354675409622	FALSE
431	Q6P6G9	Hnrnpa1	Heterogeneous nuclear ribonucleoprotein A1	tr|Q6P6G9|Q6P6G9_RAT;tr|Q5I0M7|Q5I0M7_RAT;sp|P04256|ROA1_RAT;tr|F1M2S4|F1M2S4_RAT	tr|Q6P6G9|Q6P6G9_RAT;tr|Q5I0M7|Q5I0M7_RAT;sp|P04256|ROA1_RAT	tr|Q6P6G9|Q6P6G9_RAT Heterogeneous nuclear ribonucleoprotein A1 OS=Rattus norvegicus OX=10116 GN=Hnrnpa1 PE=1 SV=1;tr|Q5I0M7|Q5I0M7_RAT Heterogeneous nuclear ribonucleoprotein A1 OS=Rattus norvegicus OX=10116 GN=Hnrnpa1 PE=1 SV=1;sp|P04256|ROA1_RAT Heterog	4	3	3	3	16.3	33.619	313	0	26.424	74373000	4	14.5253984586696	14.5910547740368	14.4969785725995	14.6577650352654	14.8381698274753	14.1045987535644	-0.0508734172267833	0.108925180464023	-0.0993848155531232	0.0490787067946582	0.0913880005797538	-0.193508835753577	0.00390302535442735	0.968710550187961	0.999354675409622	FALSE
433	P04631	S100b	Protein S100-B	sp|P04631|S100B_RAT	sp|P04631|S100B_RAT	sp|P04631|S100B_RAT Protein S100-B OS=Rattus norvegicus OX=10116 GN=S100b PE=1 SV=2	1	5	5	5	50	10.744	92	0	123.85	4684100000	17	16.7629269954277	16.7686237255972	16.7620186198379	16.7721083420521	16.9374427898133	16.7498956084717	-0.00226120977457966	0.0975778027185864	-0.0232610976206033	-0.0254943157244454	0.0017446336119552	0.262871689847928	-0.0556888374706781	0.551853802339332	0.999354675409622	FALSE
434	P04636	Mdh2	Malate dehydrogenase, mitochondrial	sp|P04636|MDHM_RAT	sp|P04636|MDHM_RAT	sp|P04636|MDHM_RAT Malate dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Mdh2 PE=1 SV=2	1	21	21	21	68.6	35.683	338	0	323.31	122500000000	213	21.1754813281974	21.1445736078692	21.3371253326679	21.3494885771361	21.4808434398765	20.9629637655997	-0.0993861126333753	-0.0361515506378614	0.0421663795810054	0.0422066837311071	0.0354660480466062	-0.033739388652563	-0.0457682089384606	0.429310650982275	0.999354675409622	FALSE
435	P04642	Ldha	L-lactate dehydrogenase A chain	sp|P04642|LDHA_RAT;tr|H9N9H4|H9N9H4_RAT;tr|Q6AYX2|Q6AYX2_RAT;sp|P19629|LDHC_RAT	sp|P04642|LDHA_RAT	sp|P04642|LDHA_RAT L-lactate dehydrogenase A chain OS=Rattus norvegicus OX=10116 GN=Ldha PE=1 SV=1	4	19	19	17	57.2	36.45	332	0	263.42	12501000000	64	19.1249239996643	18.9999229497149	19.0570609790273	19.1611564920648	19.2627922339369	18.7525766515856	0.0330654211409047	0.00220665351519139	-0.0548891117522732	0.0368834609671379	0.000423704414418413	-0.0611176403593484	0.00139781262720497	0.978235180548985	0.999354675409622	FALSE
436	A0A0H2UHQ8	Rps17	40S ribosomal protein S17	tr|A0A0H2UHQ8|A0A0H2UHQ8_RAT;tr|D3ZFA8|D3ZFA8_RAT;sp|P04644|RS17_RAT;tr|D3ZKG6|D3ZKG6_RAT;tr|D3ZHU9|D3ZHU9_RAT;tr|M0R8M8|M0R8M8_RAT;tr|F1M5B1|F1M5B1_RAT;tr|D3ZM01|D3ZM01_RAT	tr|A0A0H2UHQ8|A0A0H2UHQ8_RAT;tr|D3ZFA8|D3ZFA8_RAT;sp|P04644|RS17_RAT;tr|D3ZKG6|D3ZKG6_RAT;tr|D3ZHU9|D3ZHU9_RAT	tr|A0A0H2UHQ8|A0A0H2UHQ8_RAT 40S ribosomal protein S17 OS=Rattus norvegicus OX=10116 GN=Rps17 PE=3 SV=1;tr|D3ZFA8|D3ZFA8_RAT 40S ribosomal protein S17-like OS=Rattus norvegicus OX=10116 GN=LOC100362366 PE=3 SV=1;sp|P04644|RS17_RAT 40S ribosomal protein S17	8	4	4	4	47.8	15.379	134	0	205.1	314730000	7	15.8127789716277	15.6730329669618	15.9151091011594	15.8216743448946	15.9019510626412	15.5572542706441	0.01086218443762	-0.0347415379045951	0.0931008017131935	-0.0126568948697451	-0.0704756755479363	0.0335017700325133	0.0396174162104622	0.492799680421484	0.999354675409622	FALSE
437	D4A771	Rpl35a	Uncharacterized protein	tr|D4A771|D4A771_RAT;tr|D3ZZN4|D3ZZN4_RAT;sp|P04646|RL35A_RAT;tr|F1M0T2|F1M0T2_RAT;tr|A0A096P6M4|A0A096P6M4_RAT	tr|D4A771|D4A771_RAT;tr|D3ZZN4|D3ZZN4_RAT;sp|P04646|RL35A_RAT;tr|F1M0T2|F1M0T2_RAT;tr|A0A096P6M4|A0A096P6M4_RAT	tr|D4A771|D4A771_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1;tr|D3ZZN4|D3ZZN4_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1;sp|P04646|RL35A_RAT 60S ribosomal protein L35a OS=Rattus norvegicus OX=10116 GN=Rpl35a	5	2	2	2	14.5	12.584	110	0	3.6664	202600000	5	10.6531137731222	9.57434753868839	10.6232413692356	9.78685769601721	10.2253279578108	9.97269265400426	0.501139629122008	-0.48348432298813	0.45117571297924	-0.39753090055725	-0.0971561371885148	0.098882796582558	0.288211753425442	0.350353480087392	0.999354675409622	FALSE
439	P04762	Cat	Catalase	sp|P04762|CATA_RAT	sp|P04762|CATA_RAT	sp|P04762|CATA_RAT Catalase OS=Rattus norvegicus OX=10116 GN=Cat PE=1 SV=3	1	23	23	23	47.1	59.756	527	0	323.31	2430200000	36	17.7547309512392	17.6759708116718	17.8242005100507	17.8722540328404	17.9579862195503	17.4725480601932	-0.0227485510692642	-0.00736640831305208	0.0266294954860371	0.0623600779576422	0.00999676624266188	-0.0267671555368357	-0.0163583841865826	0.728837626718808	0.999354675409622	FALSE
440	M0R5J4	Eno1	Uncharacterized protein	tr|M0R5J4|M0R5J4_RAT;sp|P04764|ENOA_RAT	tr|M0R5J4|M0R5J4_RAT;sp|P04764|ENOA_RAT	tr|M0R5J4|M0R5J4_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1;sp|P04764|ENOA_RAT Alpha-enolase OS=Rattus norvegicus OX=10116 GN=Eno1 PE=1 SV=4	2	26	26	21	67.3	47.074	434	0	323.31	52021000000	146	19.7226241147695	19.7255060574747	19.8737715127286	19.8269177284566	20.0199815790509	19.327530715792	-0.083775581240746	0.0132486437881033	0.047280304462168	-0.0118964201279941	0.0430719320414951	-0.200704693639809	0.0487608495786111	0.55132771427661	0.999354675409622	FALSE
442	P04775	Scn2a	Sodium channel protein type 2 subunit alpha	sp|P04775|SCN2A_RAT;tr|F1M9G9|F1M9G9_RAT;tr|A0A0G2K207|A0A0G2K207_RAT;tr|F1LX08|F1LX08_RAT;sp|P08104|SCN3A_RAT;sp|O08562|SCN9A_RAT;tr|D3ZW75|D3ZW75_RAT;sp|P15390|SCN4A_RAT;tr|F1LNF5|F1LNF5_RAT;tr|F1LPK3|F1LPK3_RAT;tr|A0A0G2JWG8|A0A0G2JWG8_RAT;sp|P15389|SCN5A_RAT	sp|P04775|SCN2A_RAT;tr|F1M9G9|F1M9G9_RAT;tr|A0A0G2K207|A0A0G2K207_RAT	sp|P04775|SCN2A_RAT Sodium channel protein type 2 subunit alpha OS=Rattus norvegicus OX=10116 GN=Scn2a PE=1 SV=1;tr|F1M9G9|F1M9G9_RAT Sodium channel protein OS=Rattus norvegicus OX=10116 GN=Scn2a PE=1 SV=3;tr|A0A0G2K207|A0A0G2K207_RAT Sodium channel protei	12	28	28	21	15.9	227.87	2005	0	205.52	1140900000	36	17.2772147404118	17.2671890222266	17.2937410512928	17.294279705328	17.5154534553886	16.996120363033	0.000699816188734048	0.0848163803271065	-0.00286538518651097	-0.0146496714694031	0.0684285801663446	-0.00223027461159958	0.0103673924146626	0.840104615880776	0.999354675409622	FALSE
443	P04785	P4hb	Protein disulfide-isomerase	sp|P04785|PDIA1_RAT	sp|P04785|PDIA1_RAT	sp|P04785|PDIA1_RAT Protein disulfide-isomerase OS=Rattus norvegicus OX=10116 GN=P4hb PE=1 SV=2	1	20	20	20	47	56.951	509	0	323.31	1799700000	30	18.1635907154998	18.1657019649367	18.2599914629638	18.2821110767192	18.4922443993348	17.7529685817811	-0.0820129807029054	0.0142405510576396	-0.00570374549509606	0.00409292794227256	0.0761307521330453	-0.214470827843086	0.0202569908758021	0.816088992999499	0.999354675409622	FALSE
444	P04797	Gapdh	Glyceraldehyde-3-phosphate dehydrogenase	sp|P04797|G3P_RAT;tr|M0R590|M0R590_RAT;tr|M0R660|M0R660_RAT;tr|D3ZGY4|D3ZGY4_RAT;tr|A0A0G2K8S2|A0A0G2K8S2_RAT;tr|F1M2N4|F1M2N4_RAT;tr|F1LU03|F1LU03_RAT;tr|F1M4G6|F1M4G6_RAT;tr|F1LUV3|F1LUV3_RAT;tr|B1WBQ8|B1WBQ8_RAT;sp|Q9ESV6|G3PT_RAT;tr|D3ZEN2|D3ZEN2_RAT;tr|F1M8P6|F1M8P6_RAT;tr|D3ZME3|D3ZME3_RAT	sp|P04797|G3P_RAT;tr|M0R590|M0R590_RAT;tr|M0R660|M0R660_RAT;tr|D3ZGY4|D3ZGY4_RAT	sp|P04797|G3P_RAT Glyceraldehyde-3-phosphate dehydrogenase OS=Rattus norvegicus OX=10116 GN=Gapdh PE=1 SV=3;tr|M0R590|M0R590_RAT Glyceraldehyde-3-phosphate dehydrogenase OS=Rattus norvegicus OX=10116 GN=LOC108351137 PE=3 SV=1;tr|M0R660|M0R660_RAT Glycerald	14	24	24	5	86.5	35.828	333	0	323.31	94160000000	224	20.9257137904624	20.8435285346111	20.8545275335604	20.9366810673949	21.0236406638271	20.6513215264018	0.00982623260481552	0.0217832590771633	-0.0814515365534197	-0.0116209430369406	-0.062756845029599	0.0135982551226658	0.00364582935747765	0.943922090768158	0.999354675409622	FALSE
445	P04897	Gnai2	Guanine nucleotide-binding protein G(i) subunit alpha-2	sp|P04897|GNAI2_RAT;tr|Q5EEY3|Q5EEY3_RAT;tr|D4AA42|D4AA42_RAT	sp|P04897|GNAI2_RAT	sp|P04897|GNAI2_RAT Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Rattus norvegicus OX=10116 GN=Gnai2 PE=1 SV=3	3	11	3	3	33.8	40.499	355	0	18.446	238250000	6	14.3408932418056	14.2562086885274	14.5381282929569	14.4572526110092	14.6047269535709	14.1053356370609	-0.0630515366693106	-0.0535938076238373	0.114092002225831	0.0208933799600752	0.0302722240968946	-0.0204448548355327	-0.0110913637629181	0.862325105403123	0.999354675409622	FALSE
446	P04904	Gsta3	Glutathione S-transferase alpha-3	sp|P04904|GSTA3_RAT;tr|A0A0G2JVT2|A0A0G2JVT2_RAT;tr|A0A0G2JTB1|A0A0G2JTB1_RAT;sp|P46418|GSTA5_RAT;tr|A0A0G2K8Q5|A0A0G2K8Q5_RAT;tr|F7F2H5|F7F2H5_RAT;tr|Q4FZZ3|Q4FZZ3_RAT;sp|P04903|GSTA2_RAT;sp|P00502|GSTA1_RAT;tr|D3ZD94|D3ZD94_RAT	sp|P04904|GSTA3_RAT;tr|A0A0G2JVT2|A0A0G2JVT2_RAT;tr|A0A0G2JTB1|A0A0G2JTB1_RAT;sp|P46418|GSTA5_RAT	sp|P04904|GSTA3_RAT Glutathione S-transferase alpha-3 OS=Rattus norvegicus OX=10116 GN=Gsta3 PE=1 SV=3;tr|A0A0G2JVT2|A0A0G2JVT2_RAT Glutathione S-transferase alpha-3 OS=Rattus norvegicus OX=10116 GN=LOC108348061 PE=1 SV=1;tr|A0A0G2JTB1|A0A0G2JTB1_RAT Gluta	10	9	9	6	41.2	25.319	221	0	98.243	2292000000	21	16.2390017577656	16.1711376954566	16.4066368456158	16.2906488801501	16.5601238193768	15.9606807515606	-0.0220793330824046	0.00419888693227982	0.125464242511571	-0.00284666327217065	0.128532777529727	-0.0222360527089093	0.00137791160426635	0.98380865505353	0.999354675409622	FALSE
447	P04905	Gstm1	Glutathione S-transferase Mu 1	sp|P04905|GSTM1_RAT;tr|G3V983|G3V983_RAT;tr|G3V8H3|G3V8H3_RAT	sp|P04905|GSTM1_RAT;tr|G3V983|G3V983_RAT	sp|P04905|GSTM1_RAT Glutathione S-transferase Mu 1 OS=Rattus norvegicus OX=10116 GN=Gstm1 PE=1 SV=2;tr|G3V983|G3V983_RAT Glutathione S-transferase Mu 1 OS=Rattus norvegicus OX=10116 GN=Gstm1 PE=1 SV=2	3	18	18	10	71.6	25.914	218	0	288.45	7076500000	46	19.0093584579678	18.8282356759877	18.9521952199141	19.0454290627638	19.0792920588311	18.6813345077065	0.0635960402758486	-0.0233844593806856	-0.0136587100340629	0.0672521924974873	-0.0369803098599992	0.0137363765929536	-0.00581846278978051	0.911735392803165	0.999354675409622	FALSE
